,domain_no,hmm_species,chain_type,e-value,score,seqstart_index,seqend_index,identity_species,v_gene,v_identity,j_gene,j_identity,unaligned_len,resolution,method,r_factor,date,year,dataset
8S6E:H,0,mouse,H,1.4e-56,181.1,0,113,,,0.0,,0.0,224,1.95,X-RAY DIFFRACTION,0.201,2024-06-26,2024,test_new_234
8S6E:L,0,mouse,K,7.6e-46,146.4,0,107,,,0.0,,0.0,214,1.95,X-RAY DIFFRACTION,0.201,2024-06-26,2024,test_new_234
8S9G:H,0,human,H,3.1e-52,167.2,0,123,,,0.0,,0.0,124,3.0,ELECTRON MICROSCOPY,,2023-10-04,2023,test_new_234
8S9G:L,0,human,K,1.8e-53,170.9,0,102,,,0.0,,0.0,103,3.0,ELECTRON MICROSCOPY,,2023-10-04,2023,test_new_234
8SAK:H,0,human,H,4.599999999999999e-53,169.9,0,130,,,0.0,,0.0,131,3.0,ELECTRON MICROSCOPY,,2023-10-04,2023,test_new_234
8SAK:L,0,human,K,2.9e-53,170.3,0,104,,,0.0,,0.0,105,3.0,ELECTRON MICROSCOPY,,2023-10-04,2023,test_new_234
8SAQ:H,0,human,H,1e-47,152.6,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAQ:L,0,human,L,1.9e-48,154.9,0,108,,,0.0,,0.0,109,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAR:H,0,human,H,1e-47,152.6,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAR:L,0,human,L,7.4e-49,156.3,0,109,,,0.0,,0.0,110,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAS:H,0,human,H,3.2999999999999997e-49,157.4,0,126,,,0.0,,0.0,127,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAS:L,0,rhesus,L,4.7e-47,150.5,0,110,,,0.0,,0.0,111,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAV:H,0,human,H,4.199999999999999e-43,137.7,0,120,,,0.0,,0.0,121,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAV:L,0,human,K,3.5e-40,128.0,0,100,,,0.0,,0.0,101,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAW:H,0,human,H,1.6e-57,184.3,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAW:L,0,rhesus,L,7.6e-54,172.5,0,109,,,0.0,,0.0,110,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAX:H,0,human,H,2.1e-57,183.9,0,126,,,0.0,,0.0,127,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAX:L,0,rhesus,L,5.999999999999999e-54,172.8,0,110,,,0.0,,0.0,111,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAY:H,0,human,H,6.4e-50,159.7,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAY:L,0,rhesus,L,1.6999999999999998e-49,158.4,0,109,,,0.0,,0.0,110,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB0:H,0,human,H,2.9999999999999995e-54,173.7,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB0:L,0,rhesus,L,3.1e-52,167.2,0,109,,,0.0,,0.0,110,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB1:H,0,human,H,2.5e-54,174.0,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB1:L,0,rhesus,L,8.8e-54,172.3,0,109,,,0.0,,0.0,110,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB2:H,0,human,H,3.6e-51,163.8,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB2:L,0,human,L,8.4e-51,162.5,0,109,,,0.0,,0.0,110,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB3:H,0,human,H,6.1e-52,166.3,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB3:L,0,rhesus,L,6.5e-50,159.8,0,109,,,0.0,,0.0,110,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB5:H,0,human,H,4.8999999999999995e-49,156.9,0,125,,,0.0,,0.0,126,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB5:L,0,human,L,8.7e-49,156.0,0,109,,,0.0,,0.0,110,0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SCX:H,0,mouse,H,6.399999999999999e-55,175.7,0,116,,,0.0,,0.0,117,2.7,ELECTRON MICROSCOPY,,2023-06-21,2023,test_new_234
8SCX:L,0,mouse,K,2.8e-52,167.3,0,110,,,0.0,,0.0,111,2.7,ELECTRON MICROSCOPY,,2023-06-21,2023,test_new_234
8SDF:H,0,human,H,3.4e-54,173.6,0,126,,,0.0,,0.0,227,1.79,X-RAY DIFFRACTION,0.186,2024-03-13,2024,test_new_234
8SDF:L,0,human,L,1.9999999999999998e-54,174.2,0,111,,,0.0,,0.0,214,1.79,X-RAY DIFFRACTION,0.186,2024-03-13,2024,test_new_234
8SDG:H,0,human,H,2.6e-55,177.1,0,123,,,0.0,,0.0,219,2.71,X-RAY DIFFRACTION,0.255,2024-03-13,2024,test_new_234
8SDG:L,0,human,K,2.1e-56,180.5,0,109,,,0.0,,0.0,213,2.71,X-RAY DIFFRACTION,0.255,2024-03-13,2024,test_new_234
8SEF:H,0,rhesus,H,2.3999999999999996e-53,170.8,0,119,,,0.0,,0.0,223,2.47,X-RAY DIFFRACTION,0.222,2024-04-17,2024,test_new_234
8SEF:L,0,rhesus,L,3.8e-54,173.4,0,111,,,0.0,,0.0,215,2.47,X-RAY DIFFRACTION,0.222,2024-04-17,2024,test_new_234
8SGA:H,0,human,H,1.0999999999999999e-47,152.5,0,122,,,0.0,,0.0,218,1.9,X-RAY DIFFRACTION,0.206,2024-04-17,2024,test_new_234
8SGA:L,0,human,L,3e-49,157.5,0,109,,,0.0,,0.0,211,1.9,X-RAY DIFFRACTION,0.206,2024-04-17,2024,test_new_234
8SGG:H,0,rhesus,H,1.2e-51,165.2,0,128,,,0.0,,0.0,226,2.03,X-RAY DIFFRACTION,0.191,2024-04-17,2024,test_new_234
8SGG:L,0,rhesus,L,4.799999999999999e-53,169.9,0,116,,,0.0,,0.0,220,2.03,X-RAY DIFFRACTION,0.191,2024-04-17,2024,test_new_234
8SGI:H,0,mouse,H,1.9e-56,180.7,0,120,,,0.0,,0.0,121,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8SGI:L,0,mouse,L,6.2e-62,198.4,0,109,,,0.0,,0.0,110,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8SGN:H,0,rhesus,H,1.1e-51,165.4,0,119,,,0.0,,0.0,215,2.2,X-RAY DIFFRACTION,0.193,2024-04-17,2024,test_new_234
8SGN:L,0,rhesus,L,3.8e-54,173.4,0,110,,,0.0,,0.0,214,2.2,X-RAY DIFFRACTION,0.193,2024-04-17,2024,test_new_234
8SGO:H,0,mouse,H,2.9e-56,180.1,0,115,,,0.0,,0.0,116,2.65,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SGO:L,0,mouse,K,1e-49,158.9,0,104,,,0.0,,0.0,105,2.65,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SH5:H,0,alpaca,H,1.1e-60,194.6,0,121,,,0.0,,0.0,225,2.75,X-RAY DIFFRACTION,0.251,2023-08-16,2023,test_new_234
8SH5:L,0,rhesus,K,2.2e-56,180.6,0,107,,,0.0,,0.0,214,2.75,X-RAY DIFFRACTION,0.251,2023-08-16,2023,test_new_234
8SI9:H,0,mouse,H,1.6e-56,180.9,0,116,,,0.0,,0.0,117,2.98,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SI9:L,0,mouse,K,9.3e-51,162.3,0,105,,,0.0,,0.0,106,2.98,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SIC:H,0,rhesus,H,2.299999999999999e-53,170.8,0,119,,,0.0,,0.0,221,2.76,X-RAY DIFFRACTION,0.246,2024-04-17,2024,test_new_234
8SIC:L,0,rhesus,L,3.8e-54,173.4,0,111,,,0.0,,0.0,215,2.76,X-RAY DIFFRACTION,0.246,2024-04-17,2024,test_new_234
8SID:H,0,mouse,H,2.9e-56,180.1,0,115,,,0.0,,0.0,116,2.71,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SID:L,0,mouse,K,1e-49,158.9,0,104,,,0.0,,0.0,105,2.71,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SIP:H,0,mouse,H,3.2e-51,163.8,0,117,,,0.0,,0.0,211,1.94,X-RAY DIFFRACTION,0.204,2024-02-07,2024,test_new_234
8SIP:L,0,mouse,K,9.6e-58,184.9,0,111,,,0.0,,0.0,215,1.94,X-RAY DIFFRACTION,0.204,2024-02-07,2024,test_new_234
8SIQ:H,0,human,H,3.199999999999999e-53,170.4,0,122,,,0.0,,0.0,222,2.5,X-RAY DIFFRACTION,0.247,2024-03-13,2024,test_new_234
8SIQ:L,0,rhesus,K,8.3e-62,198.1,0,109,,,0.0,,0.0,216,2.5,X-RAY DIFFRACTION,0.247,2024-03-13,2024,test_new_234
8SIT:H,0,alpaca,H,2.8000000000000002e-59,190.1,0,127,,,0.0,,0.0,229,2.91,X-RAY DIFFRACTION,0.261,2024-03-13,2024,test_new_234
8SIT:L,0,rhesus,L,1.4e-50,161.9,0,107,,,0.0,,0.0,209,2.91,X-RAY DIFFRACTION,0.261,2024-03-13,2024,test_new_234
8SJK:H,0,mouse,H,2.8e-54,173.6,0,119,,,0.0,,0.0,423,2.22,X-RAY DIFFRACTION,0.186,2024-04-24,2024,test_new_234
8SJK:L,0,human,K,3.7e-56,179.7,0,111,,,0.0,,0.0,218,2.22,X-RAY DIFFRACTION,0.186,2024-04-24,2024,test_new_234
8SLB:H,0,pig,H,1.1999999999999999e-54,175.1,0,129,,,0.0,,0.0,222,2.04,X-RAY DIFFRACTION,0.166,2023-06-07,2023,test_new_234
8SLB:L,0,human,K,1.1e-56,181.4,0,107,,,0.0,,0.0,213,2.04,X-RAY DIFFRACTION,0.166,2023-06-07,2023,test_new_234
8SSZ:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.64,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8SSZ:L,0,rhesus,K,3.2e-58,186.5,0,112,,,0.0,,0.0,218,2.64,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST0:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.4,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST0:L,0,rhesus,K,3.2e-58,186.5,0,112,,,0.0,,0.0,218,2.4,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST2:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.94,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST2:L,0,rhesus,K,3.2e-58,186.5,0,112,,,0.0,,0.0,218,2.94,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST3:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.93,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST3:L,0,rhesus,K,3.2e-58,186.5,0,112,,,0.0,,0.0,218,2.93,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST4:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.35,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST4:L,0,rhesus,K,3.2e-58,186.5,0,112,,,0.0,,0.0,218,2.35,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8SVE:H,0,human,H,4.6e-50,160.2,0,118,,,0.0,,0.0,219,2.4,X-RAY DIFFRACTION,0.188,2024-05-22,2024,test_new_234
8SVE:L,0,mouse,K,1.4e-39,126.2,3,80,,,0.0,,0.0,184,2.4,X-RAY DIFFRACTION,0.188,2024-05-22,2024,test_new_234
8SXP:H,0,human,H,7.7e-54,172.4,0,125,,,0.0,,0.0,227,2.9,X-RAY DIFFRACTION,0.261,2024-03-20,2024,test_new_234
8SXP:L,0,human,K,4.1e-60,192.5,0,107,,,0.0,,0.0,212,2.9,X-RAY DIFFRACTION,0.261,2024-03-20,2024,test_new_234
8SZY:H,0,human,H,1.1e-52,168.7,0,128,,,0.0,,0.0,223,2.31,X-RAY DIFFRACTION,0.227,2023-09-20,2023,test_new_234
8SZY:L,0,human,K,9.1e-58,184.9,0,109,,,0.0,,0.0,215,2.31,X-RAY DIFFRACTION,0.227,2023-09-20,2023,test_new_234
8T03:H,0,human,H,3.6e-50,160.5,0,119,,,0.0,,0.0,120,2.72,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8T03:L,0,mouse,K,2.6e-52,167.3,0,106,,,0.0,,0.0,107,2.72,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8T04:H,0,human,H,3.6e-50,160.5,0,119,,,0.0,,0.0,120,2.98,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8T04:L,0,mouse,K,2.6e-52,167.3,0,106,,,0.0,,0.0,107,2.98,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8T0O:H,0,rabbit,H,4e-61,195.9,0,113,,,0.0,,0.0,215,2.3,X-RAY DIFFRACTION,0.215,2024-03-27,2024,test_new_234
8T0O:L,0,rabbit,K,1.4e-52,168.1,0,112,,,0.0,,0.0,217,2.3,X-RAY DIFFRACTION,0.215,2024-03-27,2024,test_new_234
8T51:H,0,rhesus,H,1.2e-56,181.5,0,113,,,0.0,,0.0,210,1.9,X-RAY DIFFRACTION,0.193,2024-06-19,2024,test_new_234
8T51:L,0,rhesus,K,5e-55,176.2,0,112,,,0.0,,0.0,217,1.9,X-RAY DIFFRACTION,0.193,2024-06-19,2024,test_new_234
8T58:H,0,pig,H,1e-56,181.9,0,127,,,0.0,,0.0,230,2.23,X-RAY DIFFRACTION,0.182,2023-11-29,2023,test_new_234
8T58:L,0,human,K,5.7e-52,166.1,0,103,,,0.0,,0.0,210,2.23,X-RAY DIFFRACTION,0.182,2023-11-29,2023,test_new_234
8T6I:H,0,pig,H,2e-57,184.2,0,127,,,0.0,,0.0,224,2.55,X-RAY DIFFRACTION,0.194,2023-11-29,2023,test_new_234
8T6I:L,0,human,K,1.3e-54,174.7,0,104,,,0.0,,0.0,208,2.55,X-RAY DIFFRACTION,0.194,2023-11-29,2023,test_new_234
8T7A:H,0,human,H,1.3e-54,174.9,0,124,,,0.0,,0.0,125,2.8,ELECTRON MICROSCOPY,,2023-09-13,2023,test_new_234
8T7A:L,0,human,K,1.5e-59,190.6,0,112,,,0.0,,0.0,113,2.8,ELECTRON MICROSCOPY,,2023-09-13,2023,test_new_234
8T7G:H,0,alpaca,H,2.8e-57,183.7,0,116,,,0.0,,0.0,213,2,X-RAY DIFFRACTION,0.194,2023-11-22,2023,test_new_234
8T7G:L,0,rhesus,K,1e-56,181.6,0,107,,,0.0,,0.0,211,2,X-RAY DIFFRACTION,0.194,2023-11-22,2023,test_new_234
8T7I:H,0,pig,H,4.0999999999999996e-53,170.2,0,128,,,0.0,,0.0,230,2.6,X-RAY DIFFRACTION,0.201,2023-11-22,2023,test_new_234
8T7I:L,0,rhesus,K,2.4e-37,119.0,0,91,,,0.0,,0.0,195,2.6,X-RAY DIFFRACTION,0.201,2023-11-22,2023,test_new_234
8T8I:H,0,pig,H,1e-56,181.9,0,127,,,0.0,,0.0,229,2.52,X-RAY DIFFRACTION,0.191,2023-11-29,2023,test_new_234
8T8I:L,0,human,K,9.899999999999999e-56,178.3,0,106,,,0.0,,0.0,210,2.52,X-RAY DIFFRACTION,0.191,2023-11-29,2023,test_new_234
8T9Y:H,0,pig,H,9.5e-57,181.9,0,127,,,0.0,,0.0,225,2.52,X-RAY DIFFRACTION,0.214,2023-11-29,2023,test_new_234
8T9Y:L,0,human,K,1.7e-46,148.4,0,97,,,0.0,,0.0,201,2.52,X-RAY DIFFRACTION,0.214,2023-11-29,2023,test_new_234
8T9Z:H,0,alpaca,H,8.5e-63,201.5,0,118,,,0.0,,0.0,216,2.995,X-RAY DIFFRACTION,0.244,2023-11-22,2023,test_new_234
8T9Z:L,0,human,K,2.1e-56,180.4,0,107,,,0.0,,0.0,212,2.995,X-RAY DIFFRACTION,0.244,2023-11-22,2023,test_new_234
8TBQ:H,0,alpaca,H,1.1e-62,201.1,0,121,,,0.0,,0.0,223,2.593,X-RAY DIFFRACTION,0.237,2024-03-20,2024,test_new_234
8TBQ:L,0,human,K,4.9e-58,185.7,0,108,,,0.0,,0.0,214,2.593,X-RAY DIFFRACTION,0.237,2024-03-20,2024,test_new_234
8TCA:H,0,mouse,H,9.599999999999998e-53,168.7,0,117,,,0.0,,0.0,212,2.02,X-RAY DIFFRACTION,0.181,2024-02-07,2024,test_new_234
8TCA:L,0,mouse,L,6.300000000000004e-60,191.9,0,109,,,0.0,,0.0,213,2.02,X-RAY DIFFRACTION,0.181,2024-02-07,2024,test_new_234
8TCO:H,0,alpaca,H,1.1e-51,165.5,0,123,,,0.0,,0.0,124,2.8,ELECTRON MICROSCOPY,,2023-08-09,2023,test_new_234
8TCO:L,0,rhesus,K,2.1e-54,174.1,0,107,,,0.0,,0.0,108,2.8,ELECTRON MICROSCOPY,,2023-08-09,2023,test_new_234
8TDX:H,0,rhesus,H,1.1999999999999999e-41,132.9,0,119,,,0.0,,0.0,223,2.09,X-RAY DIFFRACTION,0.204,2024-07-10,2024,test_new_234
8TDX:L,0,human,K,1.4e-52,168.1,0,107,,,0.0,,0.0,213,2.09,X-RAY DIFFRACTION,0.204,2024-07-10,2024,test_new_234
8TFL:H,0,mouse,H,5.6e-57,182.4,0,120,,,0.0,,0.0,212,2.89,X-RAY DIFFRACTION,0.233,2024-04-17,2024,test_new_234
8TFL:L,0,mouse,K,1.4e-49,158.6,0,106,,,0.0,,0.0,205,2.89,X-RAY DIFFRACTION,0.233,2024-04-17,2024,test_new_234
8TFN:H,0,human,H,4.0999999999999996e-53,170.0,0,118,,,0.0,,0.0,197,2.54,X-RAY DIFFRACTION,0.245,2023-11-08,2023,test_new_234
8TFN:L,0,human,K,7.4e-53,169.0,0,107,,,0.0,,0.0,199,2.54,X-RAY DIFFRACTION,0.245,2023-11-08,2023,test_new_234
8TFP:H,0,human,H,4.7e-53,169.9,0,119,,,0.0,,0.0,220,1.78,X-RAY DIFFRACTION,0.178,2023-08-16,2023,test_new_234
8TFP:L,0,human,L,7.7e-47,149.7,0,106,,,0.0,,0.0,209,1.78,X-RAY DIFFRACTION,0.178,2023-08-16,2023,test_new_234
8TFQ:H,0,human,H,4.7e-53,169.9,0,119,,,0.0,,0.0,220,1.8,X-RAY DIFFRACTION,0.178,2023-08-16,2023,test_new_234
8TFQ:L,0,human,L,7.7e-47,149.7,0,106,,,0.0,,0.0,209,1.8,X-RAY DIFFRACTION,0.178,2023-08-16,2023,test_new_234
8TFR:H,0,human,H,9.699999999999999e-55,175.3,0,120,,,0.0,,0.0,212,2.99,X-RAY DIFFRACTION,0.211,2023-08-16,2023,test_new_234
8TFR:L,0,human,L,7.5e-47,149.8,0,106,,,0.0,,0.0,207,2.99,X-RAY DIFFRACTION,0.211,2023-08-16,2023,test_new_234
8THN:H,0,mouse,H,3.3e-56,179.9,0,117,,,0.0,,0.0,219,2.9,X-RAY DIFFRACTION,0.246,2024-01-17,2024,test_new_234
8THN:L,0,mouse,K,1.7e-50,161.5,0,107,,,0.0,,0.0,212,2.9,X-RAY DIFFRACTION,0.246,2024-01-17,2024,test_new_234
8TI4:H,0,human,H,1.9000000000000001e-59,190.5,0,119,,,0.0,,0.0,217,2.1,X-RAY DIFFRACTION,0.201,2023-11-22,2023,test_new_234
8TI4:L,0,rhesus,K,8.5e-56,178.7,0,107,,,0.0,,0.0,210,2.1,X-RAY DIFFRACTION,0.201,2023-11-22,2023,test_new_234
8TJF:H,0,human,H,1.9000000000000001e-59,190.5,0,119,,,0.0,,0.0,220,2.3,X-RAY DIFFRACTION,0.208,2023-11-22,2023,test_new_234
8TJF:L,0,rhesus,K,8.5e-56,178.7,0,107,,,0.0,,0.0,210,2.3,X-RAY DIFFRACTION,0.208,2023-11-22,2023,test_new_234
8TJT:H,0,alpaca,H,5.100000000000001e-59,189.3,0,124,,,0.0,,0.0,223,2.7,X-RAY DIFFRACTION,0.204,2024-02-14,2024,test_new_234
8TJT:L,0,rhesus,K,7.4e-55,175.6,0,104,,,0.0,,0.0,210,2.7,X-RAY DIFFRACTION,0.204,2024-02-14,2024,test_new_234
8TLM:H,0,rabbit,H,1.1e-52,168.6,0,119,,,0.0,,0.0,214,2.9,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8TLM:L,0,rabbit,K,7e-51,162.6,0,110,,,0.0,,0.0,215,2.9,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8TM1:H,0,human,H,8.9e-50,159.3,0,126,,,0.0,,0.0,127,2.79,ELECTRON MICROSCOPY,,2024-01-17,2024,test_new_234
8TM1:L,0,rhesus,K,7.499999999999999e-61,195.0,0,107,,,0.0,,0.0,108,2.79,ELECTRON MICROSCOPY,,2024-01-17,2024,test_new_234
8TOO:H,0,mouse,H,6.1e-58,185.5,0,119,,,0.0,,0.0,220,2.6,X-RAY DIFFRACTION,0.226,2024-03-27,2024,test_new_234
8TOO:L,0,mouse,K,2.1e-53,170.9,0,107,,,0.0,,0.0,211,2.6,X-RAY DIFFRACTION,0.226,2024-03-27,2024,test_new_234
8TP5:H,0,human,H,3.1e-51,164.0,0,129,,,0.0,,0.0,130,2.9,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TP5:L,0,human,L,2e-53,171.0,0,111,,,0.0,,0.0,112,2.9,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TP7:H,0,human,H,1.3e-53,171.6,0,125,,,0.0,,0.0,126,2.8,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TP7:L,0,rhesus,L,8.1e-51,162.7,0,107,,,0.0,,0.0,108,2.8,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TPA:H,0,human,H,1.3e-51,165.2,0,125,,,0.0,,0.0,126,3.0,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TPA:L,0,human,K,1.2e-56,181.2,0,106,,,0.0,,0.0,107,3.0,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TQ7:H,0,mouse,H,1.4999999999999999e-55,177.8,0,116,,,0.0,,0.0,206,2.8,X-RAY DIFFRACTION,0.225,2024-03-20,2024,test_new_234
8TQ7:L,0,mouse,K,2.7e-48,154.4,0,106,,,0.0,,0.0,209,2.8,X-RAY DIFFRACTION,0.225,2024-03-20,2024,test_new_234
8TQ8:H,0,mouse,H,3.4e-52,166.9,1,114,,,0.0,,0.0,207,2.69,X-RAY DIFFRACTION,0.201,2024-03-20,2024,test_new_234
8TQ8:L,0,mouse,K,7.199999999999999e-55,175.6,0,112,,,0.0,,0.0,217,2.69,X-RAY DIFFRACTION,0.201,2024-03-20,2024,test_new_234
8TQ9:H,0,mouse,H,1.6e-56,180.9,0,119,,,0.0,,0.0,218,2.9,X-RAY DIFFRACTION,0.187,2024-03-20,2024,test_new_234
8TQ9:L,0,mouse,K,7.5e-44,140.0,0,107,,,0.0,,0.0,212,2.9,X-RAY DIFFRACTION,0.187,2024-03-20,2024,test_new_234
8TQA:H,0,mouse,H,1.4e-57,184.3,0,115,,,0.0,,0.0,214,2.6,X-RAY DIFFRACTION,0.181,2024-03-20,2024,test_new_234
8TQA:L,0,mouse,K,7.6e-54,172.3,0,107,,,0.0,,0.0,213,2.6,X-RAY DIFFRACTION,0.181,2024-03-20,2024,test_new_234
8TRS:H,0,alpaca,H,6.9000000000000025e-59,188.9,0,114,,,0.0,,0.0,216,1.9,X-RAY DIFFRACTION,0.180,2023-11-22,2023,test_new_234
8TRS:L,0,rhesus,K,9.2e-58,185.0,0,110,,,0.0,,0.0,215,1.9,X-RAY DIFFRACTION,0.180,2023-11-22,2023,test_new_234
8TRT:H,0,alpaca,H,6.9000000000000025e-59,188.9,0,114,,,0.0,,0.0,216,3,X-RAY DIFFRACTION,0.194,2023-11-22,2023,test_new_234
8TRT:L,0,rhesus,K,9.1e-58,185.0,0,110,,,0.0,,0.0,214,3,X-RAY DIFFRACTION,0.194,2023-11-22,2023,test_new_234
8TS0:H,0,human,H,2.3e-57,183.8,0,121,,,0.0,,0.0,215,1.7,X-RAY DIFFRACTION,0.173,2024-06-19,2024,test_new_234
8TS0:L,0,rhesus,K,1.3e-54,174.9,0,107,,,0.0,,0.0,212,1.7,X-RAY DIFFRACTION,0.173,2024-06-19,2024,test_new_234
8TS5:H,0,alpaca,H,9.500000000000001e-60,191.6,0,114,,,0.0,,0.0,216,2.1,X-RAY DIFFRACTION,0.220,2023-11-22,2023,test_new_234
8TS5:L,0,human,K,3.2e-57,183.1,0,108,,,0.0,,0.0,213,2.1,X-RAY DIFFRACTION,0.220,2023-11-22,2023,test_new_234
8TTW:H,0,human,H,9e-31,97.8,0,131,,,0.0,,0.0,227,2.96,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8TTW:L,0,rhesus,K,8.6e-48,152.8,0,107,,,0.0,,0.0,212,2.96,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8TUI:H,0,human,H,5.4e-54,172.9,0,122,,,0.0,,0.0,223,2.75,X-RAY DIFFRACTION,0.211,2023-12-06,2023,test_new_234
8TUI:L,0,human,K,6.9e-58,185.3,0,107,,,0.0,,0.0,212,2.75,X-RAY DIFFRACTION,0.211,2023-12-06,2023,test_new_234
8TV1:H,0,pig,H,1.9000000000000002e-57,184.2,0,128,,,0.0,,0.0,230,2.6,X-RAY DIFFRACTION,0.202,2024-06-26,2024,test_new_234
8TV1:L,0,rhesus,K,6.4e-56,179.1,0,105,,,0.0,,0.0,210,2.6,X-RAY DIFFRACTION,0.202,2024-06-26,2024,test_new_234
8TXP:H,0,human,H,4.4e-50,160.2,0,121,,,0.0,,0.0,224,2.75,X-RAY DIFFRACTION,0.250,2024-06-26,2024,test_new_234
8TXP:L,0,human,K,3.6e-58,186.2,0,107,,,0.0,,0.0,213,2.75,X-RAY DIFFRACTION,0.250,2024-06-26,2024,test_new_234
8TZW:H,0,alpaca,H,4.100000000000001e-59,189.6,0,130,,,0.0,,0.0,232,2.66,X-RAY DIFFRACTION,0.216,2024-06-12,2024,test_new_234
8TZW:L,0,rhesus,L,1.6e-51,164.9,0,108,,,0.0,,0.0,212,2.66,X-RAY DIFFRACTION,0.216,2024-06-12,2024,test_new_234
8U03:H,0,alpaca,H,2.2e-58,187.2,0,130,,,0.0,,0.0,232,2.72,X-RAY DIFFRACTION,0.220,2024-06-12,2024,test_new_234
8U03:L,0,rhesus,L,3.3e-52,167.2,0,107,,,0.0,,0.0,211,2.72,X-RAY DIFFRACTION,0.220,2024-06-12,2024,test_new_234
8U08:H,0,alpaca,H,1.8e-59,190.7,0,130,,,0.0,,0.0,234,1.98,X-RAY DIFFRACTION,0.186,2024-06-12,2024,test_new_234
